595efe8e5fd2	c53acdf04a1c	1
e31f958b7ffe	c53acdf04a1c	1
b0d3e0721f5a	c53acdf04a1c	1
ec5592c72c4a	940d691ec139	1
ef40b6c8698b	1d337b6c9dec	1
da5167366584	1c59d18d267f	1
e1752f94e5ae	8f1ebb3e7860	1
8a5d3f4a4655	7e9307fc3251	1
98fed5ba998f	7e9307fc3251	1
a2237d34d434	9f2550b47be6	1
c7c686fcd4b	9f2550b47be6	1
6c5bd288a1c2	9f2550b47be6	1
e466c082a669	9f2550b47be6	1
3220ebd28f4a	d1c6bf3e390b	1
54a9d67e5f79	20873282e181	1
83780b97acb8	e34aaffa6e95	1
4e8c1966c986	b54f42bb52b8	1
fcc00bc72358	40cddf44aac3	1
8838d2679e3b	40cddf44aac3	1
d193d8487b19	40cddf44aac3	1
fab34ba5266	d58a4b0af6b0	1
dd038890fa00	87fcb1140f19	1
caee2b2c78f4	4d716d92c2b9	1
9b08a0c11d1c	69663c166c63	1
29d86acdab2b	718406939de2	1
9de4c35375cd	6a93724688fa	1
87702e09a91	6a93724688fa	1
7093ff1752fc	1796e87f9f2a	1
4f2a544c1f85	4302bd5c06da	1
4c4a5044e26c	5177bed626ae	1
84e513a14657	480c4309c8d	1
1c407dc3cf61	cbc01c11d5c5	1
2ec2ad2871f6	d1a2446a0b12	1
af1f32119252	c638b4ef0962	1
eeded7177b46	3fa30f53d1dc	1
4ce64fe1e5c1	23bace45d4a7	1
c9627b2d9b3f	98f05a0c59f2	1
2b8e630e63c2	54c7c90170e0	1
a4abbefd5edf	90f0a75eca90	1
76808c99ebe8	d214fb78421b	1
2b8e630e63c2	b78ba8ca98b1	1
76808c99ebe8	c7dc39adb28b	1
76808c99ebe8	3508f3920903	1
2b8e630e63c2	f9d6c24ad36a	1
d8a704241d12	cdc6f0fa3ae3	1
2b8e630e63c2	b9e4a9cfd3d8	1
76808c99ebe8	11d7aedd720c	1
2b8e630e63c2	917f23229e3d	1
275be6f2a6fb	76ff90cbd408	1
74a16ca06197	b137f8c56002	1
839f98d76be2	b137f8c56002	1
c0b950e22b20	8251682b7150	1
c0b950e22b20	8251682b7150	1
756f20fa4549	77ce99828239	1
7c25066d2234	77ce99828239	1
c8b888059acf	77ce99828239	1
ec25253b6c31	bc742d463362	1
2b8e630e63c2	5c63acbeb3df	1
791196b25d43	89ec252459f4	1
eac404184583	d4ec1d6381f4	1
1f13cf4bffb7	d4ec1d6381f4	1
7703745e5539	d4ec1d6381f4	1
cf1915daa3b4	7af8dd1c1c6e	1
5775f7271454	7af8dd1c1c6e	1
a73d109d37	bccfb1ec7456	1
ff63db3b4097	bccfb1ec7456	1
33896c8fbef5	6766356749e8	1
1128831213c7	9955e86c2e93	1
1667782992a3	9955e86c2e93	1
3e75c173bc4a	f00fa7996775	1
b3e9377223db	8a287fe5fb8	1
932576eb260d	4407e965bbbf	1
41bb0faea16b	4407e965bbbf	1
41bb0faea16b	4407e965bbbf	1
85104256f74f	4407e965bbbf	1
932576eb260d	4407e965bbbf	1
ebf5fca9cf92	f2a7b410626c	1
2825ffc35593	226823ae73b5	1
5521e60c26ed	ce8ec5ccdc6f	1
79e424bc374f	13d5d5fbdc57	1
79e424bc374f	13d5d5fbdc57	1
feb16e7480fc	13d5d5fbdc57	1
ae6222efb1d5	9d2e3693ade	1
86df9d63f91b	63c98d6e1e60	1
d22704b94fca	63c98d6e1e60	1
9d9f8c8326a	63c98d6e1e60	1
40c4e80d4206	63c98d6e1e60	1
33896c8fbef5	63c98d6e1e60	1
91ddee0fdc58	63c98d6e1e60	1
27183ba3e256	63c98d6e1e60	1
21da5af14e0c	63c98d6e1e60	1
9d9a10f845ee	63c98d6e1e60	1
ffdd8ba03872	63c98d6e1e60	1
2220f2b2d6f5	f5cfd7232b9f	1
c8730e83faa2	c149dd23fc17	1
7ecdfa10c0aa	c149dd23fc17	1
76067d0694eb	408a47335176	1
5ad679c18236	408a47335176	1
5dabb3669215	408a47335176	1
5ad679c18236	408a47335176	1
5ad679c18236	408a47335176	1
1f2071eae3dd	d2039b72810f	1
c7ed1f30c588	d2039b72810f	1
123c897d7732	d2039b72810f	1
b942b765de80	d2039b72810f	1
da2255ecf849	ebff11d2d249	1
da2255ecf849	ebff11d2d249	1
ccb612d58cd	ebff11d2d249	1
96bf781893b0	5d87e2a0858e	1
88e51b596038	5d87e2a0858e	1
cf861436430	c84e3b123401	1
cf861436430	c84e3b123401	1
96bf781893b0	f576ac9f9feb	1
e36221fdc93d	7d889428fce4	1
9bdace6a9547	9a2dc325b292	1
79e424bc374f	facd4291b201	1
79e424bc374f	facd4291b201	1
79e424bc374f	facd4291b201	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
bd06943f8d4a	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
46c5be19ec3c	d9b96aa399f5	1
2d004c52867d	f40359318721	1
996b1cf0cef8	f40359318721	1
b935c6f80f22	f40359318721	1
162478364289	f40359318721	1
7f6d3d997fdd	f40359318721	1
8b38093ad0f7	f40359318721	1
4f5548e821f3	f40359318721	1
b8a331004fed	f40359318721	1
63e5ce3a1398	f40359318721	1
385db988e1ec	f40359318721	1
cf5d8cbda1fd	f40359318721	1
5277dc04a666	f40359318721	1
d42aa11d43c9	f40359318721	1
36627dc7686a	f40359318721	1
db6bf8a7e07	f40359318721	1
e831e2619a88	f40359318721	1
377256c3288b	f40359318721	1
8c56178138d4	f40359318721	1
9befa5a35f80	f40359318721	1
c147e604f7b7	f40359318721	1
c4c47bd9c1f6	f40359318721	1
2ae6bc5ae3d8	f40359318721	1
232a6aafd629	f40359318721	1
7f7d7c98862f	f40359318721	1
c147e604f7b7	f40359318721	1
d12ed3ec8a57	c3cffc121d78	1
c5528251b935	c3cffc121d78	1
5e243cffda27	c3cffc121d78	1
5b7a47762eb2	c3cffc121d78	1
6d5520512f3a	c3cffc121d78	1
e7a3e546e0be	c3cffc121d78	1
f9d029d2ee3d	c3cffc121d78	1
583eff19072	c3cffc121d78	1
ec732dd69b5c	c3cffc121d78	1
610968bd63bc	c3cffc121d78	1
fe8a4effb570	c3cffc121d78	1
26e3fd826b53	c3cffc121d78	1
883281542da0	c3cffc121d78	1
e5f341d898e1	c3cffc121d78	1
e2ca0fde1218	c3cffc121d78	1
a775d521381	c3cffc121d78	1
10d938222ce7	c3cffc121d78	1
7b50c06be765	c3cffc121d78	1
d055155f5793	c3cffc121d78	1
a8abc4814df4	c3cffc121d78	1
80035542398d	c3cffc121d78	1
5e2d043b2daa	c3cffc121d78	1
30b40e11aa5b	c3cffc121d78	1
70ca5ecd4a9c	c3cffc121d78	1
fa6502e4ce34	c3cffc121d78	1
59fa72ecc8cc	d195264329d0	1
5bafdac37664	d195264329d0	1
808821a816a9	d195264329d0	1
2cb860546aa7	d195264329d0	1
fe9fec44bc27	d195264329d0	1
a7f3470f92d0	d195264329d0	1
669adb4ad816	d195264329d0	1
ae9d478d3552	d195264329d0	1
59fa72ecc8cc	d195264329d0	1
94a2189155af	d195264329d0	1
d3ab15279180	d195264329d0	1
3e6b2725377c	d195264329d0	1
63067728f9ef	d195264329d0	1
