claps,link,post_id,post_time,response,title
1.5K,https://blog.data.gov.sg/how-we-caught-the-circle-line-rogue-train-with-data-79405c86ab6a?source=tag_archive---------0----------------,79405c86ab6a,2016-12-01T06:22:16.671Z,55,How the Circle Line rogue train was caught with data
41,https://perplex.city/new-york-city-sliced-d47948336739?source=tag_archive---------1----------------,d47948336739,2016-12-01T20:21:06.760Z,2,"New York City, SlicedSifting through Yelp ratings lets us divide the city into the haves and…"
133,https://medium.com/@sderymail/challenges-of-knowledge-graph-part-1-d9ffe9e35214?source=tag_archive---------2----------------,d9ffe9e35214,2016-12-01T17:46:56.681Z,3,Challenges of Knowledge GraphsFrom Strings to Things — An Introduction
3,https://medium.com/whizzy/how-to-create-and-mature-your-data-science-practice-7665da9606d1?source=tag_archive---------7----------------,7665da9606d1,2016-12-01T23:35:07.952Z,1,How to Create and Mature your Data Science Practice
6,https://medium.com/@briangodsey/setting-goals-by-asking-good-questions-2fdce0c91423?source=tag_archive---------13----------------,2fdce0c91423,2016-12-01T17:34:18.143Z,1,Setting Goals by Asking Good QuestionsData science and the art of getting startedThis article has been excerpted from Think Like a Data Scientist.
1,https://medium.com/@johnmlevitt/an-i-d-e-a-on-becoming-a-data-informed-company-invest-democratize-evaluate-action-607dd080d185?source=tag_archive---------16----------------,607dd080d185,2016-12-01T14:07:12.191Z,1,"An I.D.E.A. on becoming a data informed company; Invest, Democratize, Evaluate, ActionI’ve spent the last 5+ years working at Parse.ly, an analytics platform that helps editors, audience developers, marketers, and analysts within media companies and other online…"
51,https://blog.exploratory.io/creating-geojson-out-of-shapefile-in-r-40bc0005857d?source=tag_archive---------0----------------,40bc0005857d,2016-12-02T00:20:31.644Z,3,Creating GeoJSON out of Shapefile in RGeoJSON has been increasingly becoming a standard format to store geospatial (geographical)…
450,https://medium.com/@HarryCrane/the-modern-day-snake-oil-salesman-2ca934cc2ab?source=tag_archive---------1----------------,2ca934cc2ab,2016-12-02T17:08:43.923Z,1,"The modern-day snake oil salesmanNate Silver, founder of FiveThirtyEight and poster boy of data-driven election predictions, is on fire. He’s always right, even when he’s wrong.In 2008, Silver gave Obama a 94% probability of winning. He got it right."
22,https://radical-analytics.com/digital-analytics-career-make-your-own-luck-7588e220b266?source=tag_archive---------3----------------,7588e220b266,2016-12-02T19:27:15.785Z,2,Digital Analytics career: make your own luckFree advice for different career paths
13,https://extranewsfeed.com/what-has-the-world-experienced-1b39f1f8d160?source=tag_archive---------5----------------,1b39f1f8d160,2016-12-02T08:55:54.120Z,1,"What has The World experienced?In light of recent world events, I thought it would be interesting to explore what experiences people currently living in the world have had. After all, experiences play a large part in shaping our decisions and actions."
10,https://medium.com/@MrDataGeek/r-is-better-than-m-for-difficult-data-wrangling-tasks-in-power-bi-5ffa9007dbc9?source=tag_archive---------6----------------,5ffa9007dbc9,2016-12-02T13:39:34.656Z,3,"R is better than M for difficult data wrangling tasks in Power BIYep, I said it! In most cases I believe that it is true. R has been around for over 20 years so it is much more mature than M. It has close to 10K packages many of which are meant just for data wrangling. If you don’t…"
10,https://austinstartups.com/analyzing-austin-bcycle-rentals-34e52424858a?source=tag_archive---------9----------------,34e52424858a,2016-12-02T13:01:02.249Z,1,Analyzing Austin BCycle RentalsVisualizing rentals in April/May 2016
31,https://medium.com/thanachart-info/%E0%B9%80%E0%B8%A3%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99-data-scientist-%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%84%E0%B8%A3-1d5a3bfac297?source=tag_archive---------0----------------,1d5a3bfac297,2016-12-03T13:18:51.138Z,2,เริ่มเป็น Data Scientist ได้อย่างไร?มานั่งนึกย้อนไปว่าเริ่มต้นมาเป็น Data Scientist ได้อย่างไร…
137,https://medium.com/data-for-democracy/origin-story-b740f14ca6ed?source=tag_archive---------1----------------,b740f14ca6ed,2016-12-03T19:05:57.521Z,3,"Origin StoryThe question I’m asked most often by data scientists is: “How can I help?”Now, more than ever, this is the attitude we need. Data people have a lot to offer. We’re driven by a passion to find the truth. We understand how information can be used to make better decisions and…"
1,https://medium.com/@N0N/data-scientist-levels-eebf245aa599?source=tag_archive---------5----------------,eebf245aa599,2016-12-03T17:05:22.579Z,2,"Data Scientist, levelsПрактически на каждой встрече с новыми людьми, выбравшие или выбирающие путь Big Analytics, приходится объяснять ограниченность и тупиковость публичных курсов (Coursera, DataCamp, …) и корпоративных (ШАД, Билайн, Сбер, …) курсов-тренингов."
112,https://medium.com/@jasonkgoodman/advice-on-building-data-portfolio-projects-c5f96d8a0627?source=tag_archive---------0----------------,c5f96d8a0627,2016-12-04T02:28:30.967Z,3,"Advice on Building Data Portfolio ProjectsI was speaking with some students from Berkeley about my advice in my last post to build a portfolio of data projects. They asked for more details on how to do so, so here’s some further advice to keep in mind when you’re working on making a data…"
9,https://medium.com/@shubh24/what-i-learnt-from-snooping-on-dc-9bc9732b94d3?source=tag_archive---------1----------------,9bc9732b94d3,2016-12-04T13:00:14.234Z,1,"What I learnt from snooping on DC++!College Campuses generally have an active intranetwork, where people share and download stuff —…"
1,https://medium.com/@woodyennui/holy-cow-df-great-comment-669df5580aca?source=tag_archive---------11----------------,669df5580aca,2016-12-04T22:12:24.675Z,1,"Holy cow, DF, great comment! I know very little about the science behind attention (if I knew more maybe I could make something of myself;) But I am always astounded at the many options I pick up in the game, but never give a single thought to. Perhaps what I am actually expressing is a kind of sorrow, at the inevitable passage of time, and how not…"
15,https://medium.com/@samsachedina/effective-data-science-latent-dirichlet-allocation-a109742f7d1c?source=tag_archive---------0----------------,a109742f7d1c,2016-12-05T01:52:39.436Z,1,Optimal Data Science: Latent Dirichlet Allocation
111,https://medium.com/data36/we-increased-our-conversion-rate-by-1500-aka-lying-with-data-152518dd085e?source=tag_archive---------1----------------,152518dd085e,2016-12-05T17:36:57.801Z,1,“We increased our conversion rate by 1500%!” aka lying with data.One of the most unethical things in a business is using data to lie. It’s not uncommon though. I show you 3 examples.
170,https://medium.com/data-science-brigade/primeiro-parlamentar-devolve-dinheiro-ap%C3%B3s-den%C3%BAncia-da-opera%C3%A7%C3%A3o-serenata-de-amor-9f8f1132da9d?source=tag_archive---------2----------------,9f8f1132da9d,2016-12-05T20:50:57.634Z,2,"Primeiro parlamentar devolve dinheiro após denúncia da Operação Serenata de AmorEssa semana a Operação Serenata de Amor completa um mês de trabalho após seu sucesso na campanha de crowdfunding. E como presente, recebemos uma resposta oficial da Câmara dos Deputados…"
11,https://medium.com/hudl-data-science/using-numba-with-aws-lambda-c114a1307813?source=tag_archive---------3----------------,c114a1307813,2016-12-05T16:49:02.233Z,1,"Using Numba with AWS LambdaAWS Lambda is a powerful service that allows serverless execution of code almost instantaneously. At Hudl, we’ve used it in several ways ranging from things like log-forwarding to Slack hooks that can kill a long-running job."
7,https://medium.com/pandemonio/on-the-future-of-publishing-c879e6aca7a3?source=tag_archive---------8----------------,c879e6aca7a3,2016-12-05T03:00:42.808Z,1,On the future of publishingA conversation with Pandemonio speaker and SVP Insights at the BBC David…
1,https://medium.com/@kosmonauts/referendum-una-prospettiva-data-driven-426db216a106?source=tag_archive---------9----------------,426db216a106,2016-12-05T07:11:36.715Z,1,"Referendum: una prospettiva data-drivenIeri, 4 Dicembre 2016, l’Italia ha votato per un referendum costituzionale."
2,https://medium.com/@denyskoech/how-to-be-productive-at-work-for-the-easily-distracted-352013dda411?source=tag_archive---------12----------------,352013dda411,2016-12-05T12:36:11.741Z,1,How to be productive at work for the easily distracted
20,https://medium.com/pachyderm-data/analyzing-the-2016-world-chess-championship-b823d0d2fd11?source=tag_archive---------0----------------,b823d0d2fd11,2016-12-06T19:52:00.636Z,1,"Analyzing the 2016 World Chess ChampionshipIt’s no secret that the Pachyderm team loves chess! In fact, one of our first…"
28,https://medium.com/redsift-outbox/hillary-emails-not-just-useful-for-winning-elections-5bdb10c75252?source=tag_archive---------1----------------,5bdb10c75252,2016-12-06T14:56:35.485Z,2,Hillary emails: not just useful for winning elections
16,https://making.dia.com/estimating-an-average-without-avg-95d326c3d531?source=tag_archive---------2----------------,95d326c3d531,2016-12-06T18:21:02.392Z,1,"Estimating an Average Without AVG()How would we estimate the percentage of customers likely to click on an ad, or the percentage of…"
14,https://medium.com/@bobraleigh/finding-the-balance-in-the-chaos-of-the-election-50359ac56e09?source=tag_archive---------3----------------,50359ac56e09,2016-12-06T21:36:11.483Z,1,Finding The Balance in the Chaos of the ElectionThe lessons from November 8th are not hidden in age…
403,https://medium.com/the-mission/you-wont-believe-all-the-personal-data-facebook-has-collected-on-you-387c8060ab09?source=tag_archive---------0----------------,387c8060ab09,2016-12-07T10:31:01.260Z,18,You Won’t Believe All the Personal Data Facebook Has Collected on You
73,https://blog.insightdatascience.com/nips-2016-day-2-highlights-platform-wars-rl-and-rnns-9dca43bc1448?source=tag_archive---------2----------------,9dca43bc1448,2016-12-07T16:27:23.866Z,2,"NIPS 2016 — Day 2 Highlights: Platform wars, RL and RNNs— Jeremy Karnowski & Ross Fadely, Insight Artificial Intelligence"
57,https://medium.com/@dhwajraj/python-regression-analysis-part-2-gearing-up-863207a625c3?source=tag_archive---------4----------------,863207a625c3,2016-12-07T11:34:48.503Z,1,"Learning Python Regression Analysis — part 2 : Gearing up with simple linear regressionIn part 1, we started with basic setups. Regression analysis can be defined as the process to find these best-fit models, which also hold our assumptions, is exploratory in nature…"
30,https://medium.com/@datitran/face-detection-on-cloud-foundry-37887631096a?source=tag_archive---------8----------------,37887631096a,2016-12-07T12:47:45.828Z,1,"Face Detection on Cloud FoundryJoint work by Dat Tran (Senior Data Scientist) and Andreas Fleig (Senior Software Engineer).MotivationComputer vision (CV), a subfield of artificial intelligence, has been a hot topic for quite a while now with a…"
31,https://medium.com/@dhwajraj/python-regression-analysis-part-3-ordinary-least-squares-d419322c8da2?source=tag_archive---------11----------------,d419322c8da2,2016-12-07T11:40:51.310Z,1,Learning Python Regression Analysis — part 3 : Ordinary Least SquaresIn the previous section we have covered the basics of the simple linear regression.Usage of Ordinary Least Squares (OLS) method to estimate the best-fit model for simple linear…
15,https://blog.datazar.com/introducing-notebookjs-d88299162ac0?source=tag_archive---------12----------------,d88299162ac0,2016-12-07T14:34:20.104Z,1,"Introducing NotebookJSScientific computing is one of the most interesting, multi-disciplinary subjects. Personally, it’s my favorite subject because I get to play with numbers and simulations while using programming languages. It’s a beautiful intersection. It’s one of the most useful aspects in scientific…"
2,https://medium.com/data-design/cpu-maximum-power-for-1-000-non-desktop-6787ada6c3e6?source=tag_archive---------13----------------,6787ada6c3e6,2016-12-07T12:12:59.867Z,1,"CPU Maximum Power for $1,000 (non desktop)Laurae: This post is about what Intel CPU to look for if you want a powerful server/workstation. This is an insight from my “IT background” I do not even have (I hold over 40+ IT certifications, duh). If you do not know what to look for, ask on Reddit on…"
30,https://medium.com/@curiositybits/automating-the-google-search-for-the-web-presence-of-8000-organizations-54775e9f6097?source=tag_archive---------1----------------,54775e9f6097,2016-12-08T16:12:38.890Z,2,"Automating the Google search for the web presence of 8000+ organizationsI recently worked on a spreadsheet containing a list of over 8500 nonprofits. For each nonprofit, I wanted to get the URLs to its website, Facebook page and Twitter account. The task is arduous, if done…"
1.4K,https://medium.freecodecamp.org/review-udacity-data-analyst-nanodegree-1e16ae2b6d12?source=tag_archive---------0----------------,1e16ae2b6d12,2016-12-09T12:55:13.407Z,19,Review: Udacity Data Analyst Nanodegree Program
641,https://medium.com/@girardin/experience-design-in-the-machine-learning-era-e16c87f4f2e2?source=tag_archive---------1----------------,e16c87f4f2e2,2016-12-09T11:08:01.787Z,5,Experience Design in the Machine Learning EraNotes for designers and data scientists who create together systems that learn from human behaviors
84,https://gab41.lab41.org/850k-images-in-24-hours-automating-deep-learning-dataset-creation-60bdced04275?source=tag_archive---------2----------------,60bdced04275,2016-12-09T16:01:02.351Z,1,850k Images in 24 hours: Automating Deep Learning Dataset CreationThe why
52,https://paulovasconcellos.com.br/um-estudo-sobre-acidentes-a%C3%A9reos-no-brasil-nos-%C3%BAltimos-10-anos-data-science-project-96d9dc531fa5?source=tag_archive---------3----------------,96d9dc531fa5,2016-12-09T10:14:43.817Z,4,Um estudo sobre acidentes aéreos no Brasil nos últimos 10 anos — Data Science Project
47,https://medium.com/walmartlabs/kafka-ecosystem-on-walmarts-cloud-983570dff1f2?source=tag_archive---------4----------------,983570dff1f2,2016-12-09T20:25:47.404Z,2,"Kafka Ecosystem on Walmart’s CloudIn our previous blog, we introduced “why” we migrated the Kafka service at Walmart from the shared bare-metal machines to the new “self-serving” Kafka deployment that is powered by OpenStack and OneOps. Today, I would like to introduce how the Kafka ecosystem looks…"
42,https://theleagueofextraordinaryanalysts.com/why-you-need-a-data-pipeline-and-which-one-you-should-choose-e8c3ca32f257?source=tag_archive---------5----------------,e8c3ca32f257,2016-12-09T20:37:53.498Z,1,"Why you need a data pipeline and which one you should chooseThe proliferation of self service SaaS apps creates data fragmentation across organizations. As a result, analytics and reporting becomes a nightmare. Data pipeline tools are the solution."
11,https://blog.data.world/6-things-we-learned-from-the-most-comprehensive-product-hunt-api-dataset-ever-8bee1a5ad50a?source=tag_archive---------11----------------,8bee1a5ad50a,2016-12-09T17:55:08.396Z,1,6 things we learned from the most comprehensive Product Hunt API dataset ever
22,https://medium.com/@brunosan/the-future-is-not-about-data-9a578de32c38?source=tag_archive---------12----------------,9a578de32c38,2016-12-09T01:53:00.581Z,3,The future is not about data
385,https://medium.com/@andrew.chamberlain/deriving-the-poisson-distribution-from-the-binomial-distribution-840cc1668239?source=tag_archive---------0----------------,840cc1668239,2016-12-10T14:54:09.859Z,1,"Deriving the Poisson Distribution from the Binomial DistributionAt first glance, the binomial distribution and the Poisson distribution seem unrelated. But a closer look reveals a pretty interesting relationship."
720,https://medium.com/@andrew.chamberlain/the-linear-algebra-view-of-least-squares-regression-f67044b7f39b?source=tag_archive---------1----------------,f67044b7f39b,2016-12-10T14:50:38.277Z,5,"The Linear Algebra View of Least-Squares RegressionLinear regression is the most important statistical tool most people ever learn. However, the way it’s usually taught makes it hard to see the essence of what regression is really doing."
188,https://medium.com/@andrew.chamberlain/a-simple-explanation-of-why-lagrange-multipliers-works-253e2cdcbf74?source=tag_archive---------2----------------,253e2cdcbf74,2016-12-10T14:57:27.874Z,3,"A Simple Explanation of Why Lagrange Multipliers WorksThe method of Lagrange multipliers is the economist’s workhorse for solving optimization problems. The technique is a centerpiece of economic theory, but unfortunately it’s usually taught poorly."
12,https://medium.com/@andrew.chamberlain/an-easy-way-to-remember-the-taylor-series-expansion-a7c3f9101063?source=tag_archive---------3----------------,a7c3f9101063,2016-12-10T14:59:49.550Z,1,"An Easy Way to Remember the Taylor Series ExpansionThe Taylor expansion is one of the most beautiful ideas in mathematics. The intuition is simple: most functions are smooth over ranges we’re interested in. And polynomials are also smooth. So for every smooth function, we should be able to…"
18,https://medium.com/@dhwajraj/learning-python-regression-analysis-part-7-handling-outliers-in-data-d36ee9e2130b?source=tag_archive---------4----------------,d36ee9e2130b,2016-12-10T13:41:55.013Z,1,Learning Python Regression Analysis — part 7: Handling outliers in dataOutliers are the data points that are distinctly separate from the overall pattern of the rest of the data.
56,https://medium.com/@amarbudhiraja/supervised-language-identification-for-short-and-long-texts-with-code-626f9c78c47c?source=tag_archive---------5----------------,626f9c78c47c,2016-12-10T13:51:04.415Z,2,Deep Learning for Supervised Language Identification for Short and Long Texts! (With Code)
41,https://medium.com/@davidfumo/understanding-big-data-and-data-science-c9d77db92570?source=tag_archive---------1----------------,c9d77db92570,2016-12-11T08:34:43.477Z,1,Understanding Big Data and Data ScienceIf you are involved in the tech industry or you are an avid google user (or whatever…
123,https://medium.com/mit-media-lab/the-obligation-to-experiment-83092256c3e9?source=tag_archive---------1----------------,83092256c3e9,2016-12-12T18:21:10.232Z,2,The Obligation To ExperimentTech companies should test the effects of their products on our safety and civil liberties. We should also test them ourselves.
45,https://medium.com/@jonhurlock/building-machine-learning-based-products-part-2-the-data-science-process-7f9935614cc2?source=tag_archive---------2----------------,7f9935614cc2,2016-12-12T13:21:06.187Z,1,Building Machine Learning based ProductsPart II: The Data Science Process
17,https://medium.com/@Stephenson_Data/150-data-scientists-and-still-no-business-value-65a997fca24f?source=tag_archive---------4----------------,65a997fca24f,2016-12-12T19:13:36.487Z,1,150 Data Scientists and still no business value?
42,https://medium.com/@dtunkelang/privatizing-our-past-148d7f5c2084?source=tag_archive---------9----------------,148d7f5c2084,2016-12-12T21:22:27.135Z,3,"Privatizing Our PastThe essence of machine learning is learning from data. Since we can only learn from past data, machine learning uses our knowledge of the past to predict the future. Increasingly, that past is privately owned."
13,https://medium.com/@curiositybits/a-quick-and-easy-way-to-measure-public-and-media-attention-95867e4a1cfb?source=tag_archive---------12----------------,95867e4a1cfb,2016-12-12T18:54:10.443Z,1,"A Quick and Easy Way to Measure Public and Media AttentionSay I am interested in how much public attention and media interest Smithsonian Institute has garnered for the past year. I can track the search volume using Google Trends, and count the available news articles in Google News. I…"
426,https://medium.com/airbnb-engineering/how-we-deliver-insights-to-hosts-7d836520a38?source=tag_archive---------0----------------,7d836520a38,2016-12-13T14:01:02.418Z,3,"How we deliver insights to hostsBy Deepank Gupta & Kidai KwonMotivation and backgroundWe observe a large amount of data from what people are searching for and booking on Airbnb. Behind these data, there are a lot of useful insights…"
263,https://medium.com/product-at-catalant-technologies/using-lightfm-to-recommend-projects-to-consultants-44084df7321c?source=tag_archive---------1----------------,44084df7321c,2016-12-13T16:53:22.509Z,2,Using LightFM to Recommend Projects to Consultants
11,https://medium.com/@jaredpolivka/sf-data-science-10k-members-gratitude-get-involved-highlights-8cf93f4934e9?source=tag_archive---------4----------------,8cf93f4934e9,2016-12-13T03:56:09.771Z,1,"SF Data Science — 10K Members, Gratitude, Highlights & The New Year"
13,https://medium.com/@sternberg/building-a-data-informed-culture-an-introduction-to-data-at-gusto-8f9984c5f15d?source=tag_archive---------5----------------,8f9984c5f15d,2016-12-13T17:31:48.656Z,1,"Building a Data-Informed Culture: An Introduction to Data at Gusto(cross-posted from the Gusto Engineering Blog)Here at Gusto we are focused on creating a data-informed culture. For us, this means that we apply our values, principles, and experiences when…"
68,https://medium.com/mozilla-tech/https-medium-com-mozilla-tech-how-its-built-the-firefox-hardware-survey-5a44dc167315?source=tag_archive---------0----------------,5a44dc167315,2016-12-14T16:34:04.234Z,4,"How We Built It: The First Ever Firefox Hardware ReportBy Alessio Placitelli, Ali Almossawi, and Rebecca WeissWe have just released the Firefox Hardware Report, a report of the hardware used by the Firefox release user base. You can read the announcement here…"
110,https://medium.com/datos-argentina/de-ciencia-y-m%C3%BAsica-procesamiento-del-lenguaje-natural-7897560fdd03?source=tag_archive---------1----------------,7897560fdd03,2016-12-14T18:13:14.227Z,1,"De ciencia y música: procesamiento del lenguaje naturalMartín Elías Costa, nuestro investigador de…"
10,https://medium.com/@enricobergamini/usare-virtualenv-in-python-392849960d8c?source=tag_archive---------8----------------,392849960d8c,2016-12-14T15:54:32.304Z,1,"Usare VirtualENV in PythonStorie un po’ noobDi recente ho avuto la possibilità di smanettare sul server di un’associazione di cui faccio orgogliosamente parte, che si chiama Ondata, e che conta tante belle facce. Per giocarci un po’ ho conosciuto VirtualEnvironments."
486,https://medium.com/@JLMC/understanding-three-simple-statistics-for-data-visualizations-2619dbb3677a?source=tag_archive---------0----------------,2619dbb3677a,2016-12-15T17:24:08.810Z,4,Why you should summarize your data with the geometric mean(or two other common statisitcs)
30,https://blog.insightdatascience.com/best-practices-for-interviewing-data-science-candidates-823219120b2e?source=tag_archive---------2----------------,823219120b2e,2016-12-15T20:06:24.309Z,1,"Best practices for interviewing data science candidatesSo, you’ve navigated the interview process and landed a job as a data scientist — great! And the company is successful and your team is growing — even better! But you’re suddenly tasked with conducting interviews for your new team…"
123,https://medium.com/@Francesco_AI/ai-and-speech-recognition-a-primer-for-chatbots-a63af042526a?source=tag_archive---------3----------------,a63af042526a,2016-12-15T21:32:02.361Z,2,AI and Speech Recognition: A Primer for Chatbots
58,https://medium.com/@duncangans/what-is-willpower-f02b89c6948f?source=tag_archive---------4----------------,f02b89c6948f,2016-12-15T00:07:30.961Z,3,"What is Willpower?Insight after a year of dataYou know what willpower feels like. A euphoric sense of motivation overcomes you, distractions crumble as they hit the brick wall of your focus, hard work becomes easy. It feels good. But, this feeling, this ability, this…"
