claps,link,post_id,post_time,response,title
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
20,https://medium.com/@rolandt25/will-all-musicians-become-robots-6221171c5d18?source=tag_archive---------0----------------,6221171c5d18,2014-10-07T17:37:50.575Z,1,Will All Musicians Become Robots?Embracing the tech and staying human: 5 things we learned working on…
