claps,link,post_id,post_time,response,title
433,https://medium.com/datavisualization/where-should-i-start-c53acdf04a1c?source=tag_archive---------0----------------,c53acdf04a1c,2015-09-02T00:12:23.783Z,3,Getting into data visualization — where should I start?I love data — and I broadcast that fact pretty widely.
27,https://medium.com/pachyderm-data/the-5-stages-of-grief-940d691ec139?source=tag_archive---------0----------------,940d691ec139,2015-09-04T18:56:35.392Z,1,"The 5 Stages of GriefOn the Road to Big DataData infrastructure is really hard and it’s hard for a lot of different reasons. Each company’s needs feel so completely unique, which is only compounded by the fact that there are thousands of different software tools…"
32,https://medium.com/optima-blog/using-polar-coordinates-for-better-visualization-1d337b6c9dec?source=tag_archive---------0----------------,1d337b6c9dec,2015-09-06T23:18:40.140Z,1,Polar Coordinates for Better Visualization with ggplot2And how the world is really your oyster !
8,https://medium.com/the-startup-magazine-collection/the-app-that-promises-to-make-you-smarter-1c59d18d267f?source=tag_archive---------0----------------,1c59d18d267f,2015-09-07T08:32:32.882Z,1,"The app that promises to make you smarterPreface: Anat Elhalal is Science and Data Director of Peak, a brain training app that…"
6,https://medium.com/@anilstocker/will-data-software-eat-up-business-finance-8f1ebb3e7860?source=tag_archive---------0----------------,8f1ebb3e7860,2015-09-13T19:13:23.139Z,1,Will data + software eat up business finance?Many bank­s still work the same way they did fifty years ago — their processes…
135,https://betterhumans.coach.me/what-you-can-learn-from-2-years-of-coach-me-habit-tracking-machine-learning-7e9307fc3251?source=tag_archive---------0----------------,7e9307fc3251,2015-09-14T13:50:06.030Z,2,What you can learn from 2 years of Coach.me habit tracking + Machine Learning
12,https://medium.com/data-science-analytics/analytics-vidhya-3-x-hackathon-9f2550b47be6?source=tag_archive---------0----------------,9f2550b47be6,2015-09-15T14:26:31.674Z,4,"Analytics Vidhya 3.X HackathonAnalytics Vidhya, a community of analytics professionals and data scientists hosted an online data analytics hackathon on 5th, 6th (weekend) of September, 2015. I have come to know it just a couple of days prior to the hackathon and I quickly registered and cancelled all my…"
10,https://towardsdatascience.com/data-science-for-newbies-including-me-d1c6bf3e390b?source=tag_archive---------1----------------,d1c6bf3e390b,2015-09-15T14:02:23.589Z,1,"Data Science for Newbies (including me!)I’ve studied math, I’ve studied computer science, and of course I’ve focused on machine learning algorithms. But…"
100,https://chronicles.mfglabs.com/learning-to-learn-or-the-advent-of-augmented-data-scientists-20873282e181?source=tag_archive---------0----------------,20873282e181,2015-09-17T09:28:10.248Z,1,"Learning to learn, or the advent of augmented data scientists"
1,https://medium.com/@kylejbritt/apple-takes-predictive-analytics-mainstream-e34aaffa6e95?source=tag_archive---------1----------------,e34aaffa6e95,2015-09-17T18:01:31.315Z,1,Apple Takes Predictive Analytics MainstreamThe biggest tech company in the World is about to teach us…
