claps,link,post_id,post_time,response,title
623,https://medium.com/google-news-lab/what-is-google-trends-data-and-what-does-it-mean-b48f07342ee8?source=tag_archive---------0----------------,b48f07342ee8,2016-07-01T20:16:39.389Z,15,"What is Google Trends data — and what does it mean?A little more than a year ago, we made Google Trends data available in real time; and increasingly, it’s helping people around the world explore the global reaction to major events."
4,https://medium.com/datascience-patterns/a-datascience-summer-week-one-comes-to-an-end-86ae72ed5fbd?source=tag_archive---------3----------------,86ae72ed5fbd,2016-07-01T21:53:06.844Z,1,A DataScience Summer: Week one comes to an end…By Abhishek ManthaMy Arrival
4,https://medium.com/@tomboyclassic/come-on-baby-data-is-sexy-29270d6d75ac?source=tag_archive---------8----------------,29270d6d75ac,2016-07-01T02:41:51.969Z,1,"Come on, baby, Data is sexy!I have been working in research/consulting industry for the last 4 years; starting with Primary research (which is mostly talking to experts & people to get insights) to analyzing and answering business questions using in-house data. As a nature of my work, I am working with…"
94,https://medium.com/ai-business/%E3%81%9F%E3%81%AE%E3%81%97%E3%81%84%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92-part-1-f7a7957dbe3b?source=tag_archive---------0----------------,f7a7957dbe3b,2016-07-02T12:25:36.145Z,1,たのしい機械学習 Part1秀逸な米国ブログよりたのしい機械学習！Part 1
28,https://medium.com/data-science-brigade/but-seriously-how-is-data-science-retreat-54cf848e7954?source=tag_archive---------1----------------,54cf848e7954,2016-07-02T21:05:12.154Z,2,But seriously: how is Data Science Retreat?After recommending DSR to many people and explaining the same things over and over…
1,https://medium.com/@Tamschi/unfortunately-your-response-here-has-about-as-many-glaring-flaws-as-the-article-you-reply-to-3447d2302c55?source=tag_archive---------9----------------,3447d2302c55,2016-07-02T22:40:53.606Z,"Unfortunately,","Unfortunately, your response here has about as many glaring flaws as the article you reply to. You distort facts where you describe the 10k$ bounty (which is actually on death threats only), and your personal opinions are almost as much in the foreground here as Krisch’s are in the piece about the research."
210,https://medium.com/learning-new-stuff/would-you-survive-the-titanic-a-guide-to-machine-learning-in-python-f80c9d7b7582?source=tag_archive---------0----------------,f80c9d7b7582,2016-07-04T12:02:26.359Z,3,Would You Survive the Titanic? A Guide to Machine Learning in Python
28,https://medium.com/@plotlygraphs/spurious-correlations-56752fcffb69?source=tag_archive---------1----------------,56752fcffb69,2016-07-04T10:55:23.202Z,1,Spurious CorrelationsCorrelation does not imply causation. These bizarre correlations prove it!
6,https://medium.com/@bhagyajayashani/generating-workloads-service-times-from-a-given-distribution-b7f9f9b674eb?source=tag_archive---------2----------------,b7f9f9b674eb,2016-07-04T03:58:20.603Z,1,"Generating workloads (service times) from a given distributionImportance of workload generationWhen we want to test a performance of given system, we can generate a workloads using the following two methods"
58,https://medium.com/@iwishcognitivedissonance/the-data-driven-guide-to-bangkok-prostitutes-af965fc55e4b?source=tag_archive---------0----------------,af965fc55e4b,2016-07-05T11:24:11.686Z,4,"The Data-Driven Guide to Bangkok ProstitutesWe did the data wrangling to reveal the seedy, open…"
2,https://medium.com/@QuidInc/a-day-in-the-life-of-quidizen-brie-bastidas-talent-specialist-3206d6fbc578?source=tag_archive---------1----------------,3206d6fbc578,2016-07-05T18:11:52.720Z,1,"A Day in the Life of Quidizen Brie Bastidas, Talent Specialist"
11,https://medium.com/@bbiggs/start-of-something-new-c400576ac558?source=tag_archive---------2----------------,c400576ac558,2016-07-05T02:04:21.956Z,1,Start of Something NewThis past week marked the beginning of my journey into data science. For the next 11 weeks I will be attending the…
13,https://gab41.lab41.org/i-need-an-ai-bs-meter-27e94d48c8c1?source=tag_archive---------0----------------,27e94d48c8c1,2016-07-06T17:55:08.153Z,2,I need an AI BS-MeterWe talk to a lot of analysts at Lab41. ​A recurring theme of these conversations is what they frequently refer to as…
4,https://blog.orikami.nl/orientdb-graph-databases-3181e0dbf977?source=tag_archive---------1----------------,3181e0dbf977,2016-07-06T09:21:18.165Z,1,OrientDB — Graph databasesFor a recent project we were looking for a database management system which could easily support densely…
23,https://medium.com/@mheadd/coming-back-from-the-brink-8e11983fb15a?source=tag_archive---------4----------------,8e11983fb15a,2016-07-06T15:56:45.104Z,2,"Coming Back from the BrinkLast August, a study from the Century Foundation identified cities in Upstate New York as places with some of…"
